datasetKey	publisherKey	searchQuery	title	publisher	datasetCategory
00d636a3-e132-44b6-ae77-0b1cadb3e59e	NA	tracking, telemetry, satellite, tagging	Migration and foraging ecology of Greater Shearwater (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
00e04e28-7056-4376-acc5-b6464f8b2577	NA	tracking	Three novel species of Russula Pers. subg. Compactae (Fr.) Bon from Dinghushan Biosphere Reserve in southern China	3ef8f405-8adc-457c-95d2-2a4610e6ba47	Tracking
0100d971-20cf-497a-93c7-038ca7749d16	NA	gps	Plan de sauvegarde des chiroptères sur la partie aquitaine du PNRPL-Inventaire et suivi Chiroptère	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
01014af1-0a18-413a-a9df-636469c183fa	NA	tracking	Cryptic biodiversity of tropical hesperiid caterpillar-attacking parasitoid wasps: three new species of Creagrura Townes (Hymenoptera, Ichneumonidae, Cremastinae) from Costa Rica and Perú	750a8724-fa66-4c27-b645-bd58ac5ee010	Tracking
011eca72-7f18-4dd3-8c20-1ab509b3be35	NA	tracking, telemetry, satellite, biologging	Bearded seal (Erignathus barbatus) location data from a satellite telemetry tag (ptt id 66971) deployed in the Bering Sea, and the Chukchi Sea from 2011-06-17 to 2012-01-31, deployment id 52d85570a86a2315ac16876d	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
013b1c82-7b9b-4c97-a480-ea534a9eed23	NA	telemetry, satellite, biologging	Spotted seal (Phoca largha) location data from a satellite telemetry tag (ptt id 174785) deployed in the Bering Sea, and the Chukchi Sea from 2018-04-20 to 2018-06-05, deployment id 5ad9868301fbb0650e0a2d33	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
016548cd-4b5e-49cc-81b6-f2a4a09d5ba8	NA	tracking	Museo de Insectos, Centro de Investigaciones en Protección de Cultivos (CIPROC), Escuela de Agronomía, Universidad de Costa Rica	9c5ef2e8-fc4a-4c8e-a0dc-954613a62cd4	Tracking
0198a33e-7b7c-430d-86fa-6f429da2e7f7	NA	gps, tagging	Coleoptera (beetles) from tropical forest (Bubeng), Yunnan, China	a2fa5b68-3ebf-4845-abc5-f456d251386f	Tracking
01bbe180-1623-4b9b-a1af-c66e2807cd28	NA	tracking	A new ‘ grylloblattodean’ genus and species (Insecta: Polyneoptera) from the middle Permian Salagou Formation (France)	a064f300-1bc8-41ea-9364-b864ef4e8938	Tracking
01ee98d7-a1e8-41eb-9cac-6ab86fdd8393	NA	tracking	Lista preliminar de anélidos marinos: insumo básico para la consolidación de una lista de referencia para Colombia / Preliminary list of marine annelids: basic input for the consolidation of a reference list for Colombia	f072f648-b8a4-47a0-9e1c-89d790645b5a	Tracking
01fecaae-5092-48ab-a7c4-363bd6d05d62	NA	tracking	Epibenthic and fish community in Gazi Bay sampled from 12-15 October 1994	0f1c299f-0396-4652-8ce5-1e87c5f6dc5f	Tracking
02058ecd-1f96-4940-9504-d3e1c7b7e434	NA	tracking	Utah Valley University Herbarium	4b37eb40-10e6-11db-939a-b8a03c50a862	Tracking
020f2cae-9b77-4245-bc81-40177aab1dcd	NA	argos	Caracterización de biodiversidad en la Hacienda Centenario de la Ganadería Rio Grande	e0b6628a-97c6-4f24-aac4-e20adb43160a	Tracking
02242d2f-b43f-44d1-8e53-4c51af461f5b	NA	tracking	Oregon State University Herpetological Collection	ac5e8480-3714-11da-bc2e-b8a03c50a862	Tracking
02647337-8eef-4673-b42b-b655b2140b77	NA	tracking, telemetry, satellite, argos, tagging, transmitter	Long-Distance Movement of a Sei Whale in the North Atlantic, 2005	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
026af01f-d227-476f-9e81-d5273eca6a2b	NA	argos	National Biodiversity Data Bank. Observation records, 1900-2014	02d721e2-ea27-42a9-a189-6b441d78a914	Tracking
02a52dfb-b61d-44d2-ac7f-03b9c8784297	NA	telemetry	Registros de una Tortuga carey (Eretmochelys imbricata) incautada y rehabilitada en el municipio de Riohacha	81724943-d4d5-4b72-bfd6-3cfc5725c12a	Tracking
02bed75e-fa88-498e-9596-d6b228af099d	NA	tracking, telemetry, satellite, biologging	Ribbon seal (Histriophoca fasciata) location data from a satellite telemetry tag (ptt id 64492) deployed in the Bering Sea from 2009-06-02 to 2010-01-16, deployment id 52d8556fa86a2315ac168759	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
030e5f0c-5799-4aff-8269-e48e0b154056	NA	tracking	Beetles from Old Spruce Forests in Southern Norway	8256e897-3a17-4a2d-8bf8-54cf22b624bd	Tracking
03269e13-84ae-430f-990e-f11069413e36	NA	tracking	AIMSurv Aedes Invasive Mosquito species harmonized surveillance in Europe. AIM-COST Action	e37fc40e-0541-4ffa-8a4c-0426d73804e8	Tracking
03288869-5aee-4f13-bf2e-2be929c6a6a3	NA	tracking, telemetry, satellite, biologging	Ribbon seal (Histriophoca fasciata) location data from a satellite telemetry tag (ptt id 99279) deployed in the Bering Sea from 2014-04-26 to 2014-05-13, deployment id 535b252884a8e004b84ab60f	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
032f2bd3-1f3b-41e3-8d08-429e193be359	NA	tracking, telemetry, satellite, biologging	Spotted seal (Phoca largha) location data from a satellite telemetry tag (ptt id 67000) deployed in the Bering Sea, and the Chukchi Sea from 2014-04-29 to 2014-07-21, deployment id 52ebf9bd756efa0fa489d201	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
033b4896-d257-40a3-b2f9-bb616550ea5d	6772852d-ca2e-496f-9bea-dcf86134cb19	tracking, biologging, tagging, transmitter	Raby Coho Salmon Tagging	6772852d-ca2e-496f-9bea-dcf86134cb19	Tracking
0360f9fc-bf9b-43b2-8c7f-d09e853fc721	NA	gps	Chronicle of Nature - Phenology of Reptiles of FGBU GPZ Kologrivskij Les name after M.G. Sinicin	23a5bbbd-9aae-4754-a99a-fd2831928647	Tracking
0387f456-7b71-44bc-bb41-04478624021c	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Geai des chênes 2007 - 2011 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
03960fc1-f3d6-48c8-8be4-2787111538c2	NA	tracking, telemetry, satellite, tagging, transmitter	Gabon Olive Ridley Project (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
03983473-6be0-4791-85a9-4e4c9da27bfd	NA	satellite	CRC HRC PMRF Small Vessel-Based Monitoring Surveys February 2016	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
03bb7149-03ee-4d4a-9724-993693b89daa	NA	tracking, telemetry, satellite	Population viabilty analysis of the Perth metropolitan population of Little Penguins (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
03fdaaf6-227f-4731-9ee4-72ad5b28d80d	NA	tracking, telemetry, satellite, transmitter	CARESAT (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
04021582-641b-4c2b-9247-ea126280b526	NA	satellite	Distribution of Marmota bobak in Luhansk, Kharkiv and Donetsk regions (Ukraine) according to remote probing of the Earth	ca2fd897-6108-4361-91f8-b39dc8d12d13	Tracking
0413eb8c-a931-4aeb-8737-e93b9a845461	NA	tracking, telemetry, satellite, tagging	Gardangarl (Field Island) Kakadu NP flatback turtle monitoring (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
042bb43d-c0c1-461a-9179-67c82d8dfe19	NA	tracking, telemetry, satellite, tagging, transmitter	Palau Marine Turtle Conservation and Monitoring Program (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
044e6fb8-6eba-4d7a-af67-9a4b66ef5da5	NA	tracking, gps	GPS locations of Ocelots on Laguna Atascosa National Wildlife Refuge from 2012-2021	f8dbeca7-3131-41ab-872f-bfad71041f3f	Tracking
044f96bc-3bf2-4a38-9f7c-8808ab48dbf1	NA	tracking	Catches of numerous insect species in Rothamsted 160W light trap at Devonport, Tasmania, 1992-2019	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	Tracking
0471f28e-b58b-4c02-89e4-d2a1d621a9d8	NA	tracking, satellite, argos, tagging	IMOS - AATAMS Facility Satellite Relay Tagging Program - Delayed mode data	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	Tracking
04beadec-d2fa-4bf0-94cf-0c30fb5589e8	NA	gps	Base BOMBINA du Parc Naturel régional Lorraine - Natura 2000 ZPS Jarny - Mars-la-Tour	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
04cf0bdc-6ec4-45d9-9364-ad1e918cce95	NA	tracking, tagging	Protected Areas - Global Register of Introduced and Invasive Species - Serengeti - Mara Ecosystem (Kenya, Tanzania)	cdef28b1-db4e-4c58-aa71-3c5238c2d0b5	Tracking
04d590f7-68b2-490d-b7ea-732cf66eadee	NA	tracking, tagging	Cadastre of invasive plant species of the Altai krai	943a5811-d56e-4c37-853d-bd64957d3833	Tracking
04e538b1-fe5e-4a77-93fa-cc5da05f182d	NA	gps	Plan de sauvegarde des chiroptères sur la partie aquitaine du PNRPL-Complément d’inventaire hivernal du réseau souterrain et analyse des enjeux chiroptérologiques	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
04ef41d1-b560-4c75-b366-127930aab2ab	NA	tracking, tagging	Australian representatives of Macrostelia transferred to Hibiscus (Malvaceae), with the description of a new species	b32d3b6f-0ae7-4305-a20c-acfa59f66996	Tracking
053cc46d-7d65-42e9-9577-4c39c90693d8	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Pigeon ramier 2006 - 2010 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0549aec6-5e7b-46a8-af80-76a3712c0ef6	NA	tracking, tagging	A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina)	b62390e0-0e35-11d9-8431-b8a03c50a862	Tracking
0560f5aa-3044-4599-b0b0-dc33d43b9571	NA	tracking	Moths of Delhi, India	750a8724-fa66-4c27-b645-bd58ac5ee010	Tracking
0575e1c5-73ad-4aa5-b6f2-b7ec4dca4dba	NA	tracking	DUML vessel-based photo-id and biopsy surveys for proposed JAX USWTR site 2012-2015	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
058279cb-c219-4740-9c7a-d4c4a62d9316	6772852d-ca2e-496f-9bea-dcf86134cb19	tracking, telemetry, biologging, tagging	Hering Tags	6772852d-ca2e-496f-9bea-dcf86134cb19	Tracking
05a474d7-340d-445c-bb55-dbbcdb665319	NA	tracking	Collezione di Syngnathiformes del Museo di Storia naturale di Firenze | Syngnathiformes collection of the Natural History Museum of Florence	6563e0ba-fab7-431c-b897-b6bf364f4f1e	Tracking
05b014e5-186a-48b3-9158-a1d908221a62	NA	gps	Birds Distribution from the Birds Directive (2013-2018)	53f347a7-99ce-4528-a085-5c76eb1301a0	Tracking
05bf3655-ef2e-46ba-8732-60517beb3567	NA	tracking	University of Calgary Herbarium - Lycophytes and Monilophytes	0b141ebd-0723-41d6-be05-6302e403b473	Tracking
05c44858-2809-4a32-9ebd-3894d91e02fa	NA	gps	Consolidation de la berge du cours d'eau Laurhibar-Données de la pêche de sauvetage	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
05ed98ff-f350-4ce1-af47-ff31467d82a2	NA	tracking	SDSU - Lichens of the San Diego State University Herbarium	2aad1479-09dc-492b-9a4c-a959c42f90ea	Tracking
0629ac32-5124-4217-a0fc-82b27669e630	NA	tagging	Description of a new freshwater mussel species of Pletholophus, Simpson, 1900 (Bivalvia, Unionidae) from Guangdong, China	bd140c06-099b-4b87-821a-2d4bedf53af4	Tracking
062fb6a4-a125-4449-b09f-11ccc02fc110	NA	tracking	Record of Bacteria associated to Totumo Volcano in Santa Catalina (Bolívar) - Colombia	0b6c758d-aeac-4bea-a8c9-bd1703468b8a	Tracking
065fcc55-dbe9-4e2e-a64f-5a15112d2e8b	NA	tracking, telemetry, satellite, biologging	Ribbon seal (Histriophoca fasciata) location data from a satellite telemetry tag (ptt id 99312) deployed in the Bering Sea, and the Chukchi Sea from 2010-05-16 to 2010-07-18, deployment id 579fc803d76c5c78327cffe4	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
06687eac-8033-4a0f-9f36-6ec8abe09cc1	NA	tracking, satellite, tagging	Location of  stopping sites from satellite tracking of 25 bar-tailed godwits (Limosa lapponica)  in the East Asian–Australasian Flyway (EAAF). (2015-2017)	5fa89f68-9af0-4a0d-8998-ea39695c1db9	Tracking
0674c853-4a1a-4ca1-ba5d-03c459874a3f	NA	tagging	Marine Fauna Survey,  Block 2912, 2913B Namibia– 2022/2023 – TotalEnergies Namibia	728e3362-3063-4a43-a6cf-71d61b50025b	Tracking
06767399-de21-42de-90ef-2d29e5e301fb	NA	tracking	Microbial Observatory of the Laboratoire Arago	3857ca00-7aaa-11de-927e-b8a03c50a862	Tracking
06d9eb55-ab67-45da-a697-18cc42e7cd3c	NA	tracking, telemetry, biologging	2010_PHD_REUBENS - Acoustic telemetry data for Atlantic cod (Gadus morhua) in the C-Power wind farm in the southern North Sea (Belgium)	05c249d0-dfa0-11d8-b22e-b8a03c50a862	Tracking
06e71d9d-52b6-4ac1-b51a-e5833f967ead	NA	tracking	USGS SESC - Virgin Islands - Herpetofauna - 2001-2002	c3ad790a-d426-4ac1-8e32-da61f81f0117	Tracking
072fb9cc-b309-40e9-8b66-ffad4753a778	NA	gps	Colisa Biological Resource Centre - Collection of ichthyological samples	7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	Tracking
0744aee8-2111-476a-960a-5f52c2385def	NA	gps	SPS exploitation carrière ""Fiefs Mancels"" - Suivi environnemental de la carrière Fiefs Mancels 2020/2021	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
074544ab-8f96-42ea-8290-5bbff95c91b9	NA	tracking	Taxonomic revision of the cavefish genus Karstsinnectes (Cypriniformes, Nemacheilidae), with a description of a new species from Guangxi Province, China	bd140c06-099b-4b87-821a-2d4bedf53af4	Tracking
0776184c-45ea-49c4-a4f0-3b812a20aba9	NA	gps	BID-AF2015-0004-NAC Données de Dénombrements Internationaux des Oiseaux d'Eau en Afrique(TOGO)	50e959f4-fec1-44b7-9e03-04fab5cfd3c3	Tracking
077c13c0-e831-4be1-a1ad-2cc2c24384ed	NA	gps	A taxonomic revision of Tragia (Euphorbiaceae) in Gabon, with a description of two threatened new species	adfff58c-db96-431d-9064-527cf09b0485	Tracking
07828046-08d0-4c79-88e1-c49e78f835a5	NA	gps	BOEM Sperm Whale Seismic Study (SWSS) MPS cetacean sightings 2002-2004	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
07b03b88-38d3-40b1-8e95-98d589fb5391	NA	gps	Prieskum hmyzu, Jasná, Chopok-sever, lyžiarske stredisko 2025	946b9adc-5ec0-4d76-a143-8bd43444415f	Tracking
0821ab21-c6a5-4757-91c2-1f5e95d0ecda	NA	gps	New Zealand Terrestrial Biocomplexity Survey	af290483-8639-4b58-87fb-a4824c65e577	Tracking
0841d866-086d-4ee1-9646-bfc6a018f303	NA	tracking, telemetry, satellite, tagging, transmitter	North Carolina Aquarium at Pine Knoll Shores Sea Turtle Awareness (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0868d77b-102e-4d0d-ab9a-7855464b606a	NA	satellite	Records of Avifauna of Wetlands around Keoladeo National Park, Bharatpur, India	4a19e429-8f13-478e-86d7-93adb7534524	Tracking
08e03b4d-a30e-4dfd-978c-36712c7ccbd6	NA	tracking	USGS SESC - Biscayne - Herpetofauna - 2002-2003	c3ad790a-d426-4ac1-8e32-da61f81f0117	Tracking
08e5eb13-b0a8-47e6-8da3-efc6a30fa5f1	NA	gps	Mesozooplankton abundance from 1959-2017 in the Middle Adriatic Sea	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	Tracking
08fbcc07-249c-4d5e-90ac-f838d926a45c	NA	tracking	New information on the anatomy and histology of Gracilisuchus stipanicicorum (Archosauria: Pseudosuchia) from the Chañares Formation (early Carnian), Argentina	091ce7dd-c13c-4aa0-946e-df8ad22b627a	Tracking
090cef88-1d5d-4e20-8793-eed1156970f8	NA	gps	Vertebrates detected in marine water (collected July 2023) from the North Atlantic by the MSC Poesia cruise ship; inferred from 12S DNA metabarcoding data.	43d864a3-904c-428a-bb59-981a3ae5179d	Tracking
090fc836-9152-4f2c-b546-48ec5dd4b6ec	NA	tracking, telemetry, satellite	Mackay & District Turtle Watch (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0933251c-9284-4f32-aa2f-64c291e25cb5	NA	tracking, telemetry, satellite, biologging	Spotted seal (Phoca largha) location data from a satellite telemetry tag (ptt id 137490) deployed in the Bering Sea, Gulf of Alaska, North Pacific Ocean, Northwestern Passages, and the Norwegian Sea from 2016-04-14 to 2016-04-14, deployment id 56fa0f155adf4a0c20ffeacc	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
09481069-bcc4-4740-9882-077d120e16cc	NA	tracking	Wild bee species of the avocado mosaic of Michoacan, Mexico: Taxonomic and ecomorphological traits	f6faa566-47f0-41c9-8056-5d715cae7c23	Tracking
0956843b-bf61-4cd7-b39a-a4e70b0c0d4b	NA	tracking, gps	Mapping critical Australian sea lion habitat with animal-borne instruments (NESP MaC 2.6), South Australia (2022-2023)	5fa89f68-9af0-4a0d-8998-ea39695c1db9	Tracking
0962ca17-57f0-430d-88bf-af3876dd6cf7	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Perdrix rouge 2004 - 2008 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0975a2ac-7b5f-4262-a0f4-7d3e318ab6ad	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Corneille noire 2005 - 2009 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
09991971-3809-4e36-a449-8323f594b2e1	NA	tracking, telemetry, satellite, biologging	Ribbon seal (Histriophoca fasciata) location data from a satellite telemetry tag (ptt id 39486) deployed in the Bering Sea from 2010-05-17 to 2010-09-17, deployment id 579fc8b8d76c5c78470190a4	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
09a5e148-e146-4536-86ab-541bf26f6928	NA	tracking, telemetry, satellite	Marion Wanderers (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
09ba6cc0-90cc-402f-8d28-060fddd8f63a	NA	tracking, telemetry, satellite	Progetto Egadi (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0a0f59e4-46ef-4368-ae6c-032c8e857648	NA	tracking, telemetry, gps, satellite, tagging	Buck Island Turtles (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0a20bf65-4c0f-42ce-b6e4-2218c0ea5833	NA	tracking	Checklist derived from occurrence data published on threatened and invasive alien plant species on GBIF site	5ca9a113-2397-4540-84b4-41114a1404ef	Tracking
0a24d7f6-a93c-4c65-9d84-eb0cbae7fd35	NA	gps	Inventaire ornithologiques sur 2 ZPS normandes (Calvados)-Données ornithologiques protocolées acquises dans le cadre de la révision du formulaires standards de données de la ZPS ""l'Estuaire de l'Orne"".	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0a408865-d68b-4b5c-b5ab-11313fd637f2	NA	tracking	NMML Bering Sea Cetacean Survey 1999	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0a46c2f5-1d7c-49e9-bfd2-7065db24e168	NA	gps	A century of treeline and forest line data for Betula pubescens subsp. czerepanovii across high elevations in Norway	f314b0b0-e3dc-11d9-8d81-b8a03c50a862	Tracking
0a5abd06-f686-4d7f-aa60-f5a7022a9fd2	NA	tracking	On the conspecificity of Carinaulus coreensis (Kim) and C. inexpectatus (Balthasar) (Coleoptera, Scarabaeidae, Aphodiinae)	750a8724-fa66-4c27-b645-bd58ac5ee010	Tracking
0a695fea-fcb3-4dd5-b22d-9f7ebede2afd	NA	tracking, telemetry, satellite	Northern elephant seals post-breeding 2015 (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0a930b5a-91e5-4f53-b84c-6fc2b508c44f	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive littorne 2002 - 2006 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0ac07d7a-acaf-445e-9f5d-dea43f84fac7	NA	tracking, telemetry, satellite, biologging	Ribbon seal (Histriophoca fasciata) location data from a satellite telemetry tag (ptt id 39499) deployed in the Bering Sea from 2014-04-19 to 2014-04-28, deployment id 536bb563e36c4f8856eab6e6	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
0ac4f1b5-472c-40d9-9e10-753ea0dd7c1a	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive musicienne 2002 - 2006 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0ac5cd8a-73cd-4cd0-9171-3a8111f02165	NA	tagging	The late Givetian (Middle Devonian) ammonoid Epitornoceras Frech, 1902 from Argentina (southwestern Gondwana)	75690ef9-a4be-483d-b2df-f5a19bdd1f9e	Tracking
0aeab84e-015c-4fc5-b9c4-e89425c21c7c	6772852d-ca2e-496f-9bea-dcf86134cb19	tracking, telemetry, biologging, tagging	BTSNP Tags and Array- Natal philopatry in blacktip sharks	6772852d-ca2e-496f-9bea-dcf86134cb19	Tracking
0b1125be-382c-4f7e-86f8-62be3127469c	NA	tagging	Spiders of Val Grande National Park (NW Italy) (Arachnida: Araneae): faunistic contributions and ecological insights from a protected area	e8f79b81-11bb-4881-9f42-1b46bd4cfbc6	Tracking
0b216a5f-ac3c-4510-8c70-9c706ff1a745	NA	tracking, telemetry, satellite, tagging	First satellite tracking of sea turtles in Albania (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0b2581de-a6dd-4c28-8c05-cedabfc9454e	NA	tracking, telemetry, satellite, biologging	Ribbon seal (Histriophoca fasciata) location data from a satellite telemetry tag (ptt id 74639) deployed in the Bering Sea, and the North Pacific Ocean from 2007-05-24 to 2007-09-02, deployment id 57aa39b001fbb075c0160ff1	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
0b34de43-a7e4-486d-a18b-e0dfef96047d	NA	gps	Programmation Natura 2000 du CBNSA - Regroupement de JDD en Poitou-Charentes-Natura 2000 Poitou-Charentes 2016-2019 (gds systèmes alluviaux el littoraux)	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0b3b613b-d864-4619-b874-0e94882c1f9e	NA	tagging	Sea Watch Foundation Marine Megafauna Sightings:1930 to 1970	bb7b579c-791f-4e5a-9fd1-5b0fc63a5526	Tracking
0b499d5e-c359-4cce-b817-d6f588988441	NA	tracking, gps, movebank, biologging	HG_JUVENILE - Juvenile herring gulls (Larus argentatus, Laridae) hatched at the southern North Sea coast (Belgium)	05c249d0-dfa0-11d8-b22e-b8a03c50a862	Tracking
0b4c543a-4e3a-454c-b577-0880c926e9de	NA	tracking, telemetry, satellite	Costa Rica Dome Expedition April 2017 (aggregated per 1-degree cell)	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	Tracking
0b568350-6ace-45e9-86be-d282eeb0fbda	NA	tracking	The discovery of two new species of Lithopagurus Provenzano, 1968 (Crustacea, Decapoda, Anomura, Paguroidea, Paguridae) and the first records of the genus in the western Pacific	e034534f-2cc7-4026-957a-dd034629514f	Tracking
0b5b7100-63a8-406d-a6ff-0b1a5f016a61	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Alouette des champs 1999 - 2003 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0b673581-fad1-4ee0-ab40-f8d10c729268	NA	gps	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Geai des chênes 2005 - 2009 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Tracking
0b7656f7-4b0c-4133-abe4-5ba95492d33c	NA	tracking	USGS SESC - Everglades - Herpetofauna - 2005	c3ad790a-d426-4ac1-8e32-da61f81f0117	Tracking
0b8227c8-c3d4-49c1-a871-37f7f1a0a50f	NA	tracking, telemetry, satellite, biologging	Ribbon seal (Histriophoca fasciata) location data from a satellite telemetry tag (ptt id 65931) deployed in the Bering Sea from 2007-05-22 to 2008-01-30, deployment id 579fb328d76c5c76a262df24	1d38bb22-cbea-4845-8b0c-f62551076080	Tracking
